Msg,label,language
केवल दिसम्बर! क्या आपके मोबाइल 11ms+? आप मुक्त के लिए नवीनतम रंग कैमरा मोबाइल अद्यतन करने के लिए अधिकार हैं!,spam,hindi
"जब आप गाड़ी चला रहे हैं, कोई भी आप की तुलना में धीमी जा रहा है...... एक मूर्ख और हर कोई तेजी से गाड़ी आप से तेजी से एक आदमी है?",spam,hindi
HXATACAT के लिए नया NTAT: 11551 प्राप्त करने के लिए तैयार हो जाओ!,spam,hindi
किसी आईपोड को जीतने का मौका देने के लिए 2 सप्ताह में प्रविष्टि फिर से भरें. TVD 80182 से 80182 तक प्रविष्टि प्राप्त करने के लिए (stidbook दर) TCCVE है विवरण 18+ के लिए लागू होता है,spam,hindi
"आपके खाते का श्रेय 500 टन पाठ संदेशों के साथ दिया गया है. इसे सक्रिय करने के लिए, सिर्फ वचन को सक्रिय करने के लिए: NT: 804888C www.80888888.888820.",spam,hindi
आप को 1 में रहने के लिए चुना गया है 250 शीर्ष ब्रिटिश होटलों में - नहीं के लिए!,spam,hindi
हम आप से संपर्क करने की कोशिश कर रहे हैं. पिछले सप्ताहांत ड्रा दिखाता है कि आप एक पाउंड ९०० इनाम जीबी. कॉल 0.9097099. SIGECER कोड SIV. वैध 12hs केवल 12hs.,spam,hindi
अगले महीने से 50% से अधिक कॉल्स 4% अधिक कॉल्स मानक मानक कागज 2 सक्रिय कॉल 2 को सक्रिय 9011000 सी विरे3। 1st4 पदक 0.884 M6 m6 mZ1.50 मिनट अधिक,spam,hindi
"फ्रीएमग: Alnayyy तरह की आशा 2 की तरह मुझे एक कंपनी रखने! Jst एक खेती भीड़ को मेरे pepy है?TE या जवाबDATE को 822450 Lg1 Hg150 Hg1hp888888888888888888888888888888888888888888888888888888888888888888888 है बंद करो,888888888888888888888888888888888888888888888 है.",spam,hindi
"Smamawawavon520 पर Smaka Pyr. 2 को फिर से करने, Smss. ac/ms सौदा 2 अंत करने के लिए सूचना सूचना सूचना सूचना सूचना, जवाब बाहर समाप्त कर रहे हैं",spam,hindi
"5 मुक्त टॉप पॉलीफ़िक टोन्स को 0.8708737, राष्ट्रीय दर कहते हैं. उपरी आवाज़ से हर सप्ताह, मात्र पाठ यूनीनीफ़िक रूप से 81618, प्रति सर्क्यूट.",spam,hindi
जनवरी को चालू करने के लिए पाठ 87424 (10/iz) का काल करना बंद करें!,spam,hindi
महत्वपूर्ण जानकारी 4 नारंगी उपयोक्ता. आज आपका भाग्यशाली दिन है!2 चित्र करो कि क्यों http://www.lay.com पर लॉग करें.,spam,hindi
